,Coin,classification,total_risk_usd,total_pnl,efficiency%
627,TRUMP,Extreme Greed,4294.34569124424,-6.753620142857143,-0.15726773362999463
601,SUI,Fear,4240.919715189873,82.69035624050633,1.949821307494479
630,TRUMP,Neutral,4175.476265432099,61.33810098148148,1.4690084934570669
456,MEME,Greed,4084.1129411764705,45.03311782352941,1.1026413439623723
399,JELLY,Greed,4058.4557723577236,81.8961413902439,2.017913856497864
353,GOAT,Extreme Greed,4038.256847826087,86.65039076086956,2.145737480950872
508,PAXG,Neutral,3995.759895287958,-96.35203679581151,-2.4113570214625675
409,JUP,Greed,3964.238992805755,154.36509145323743,3.8939400912350894
327,FIL,Greed,3961.3979999999997,-7.055718000000001,-0.17811181810057966
227,AVAX,Greed,3957.212093023256,281.3151119767442,7.1089217702714365
377,HYPER,Greed,3942.048666666667,28.589915333333334,0.7252552606741028
617,TIA,Greed,3916.5641228070176,43.17258374561404,1.102307593898707
629,TRUMP,Greed,3871.992409090909,-984.1610102977273,-25.41743129421049
500,OP,Extreme Greed,3808.265294117647,45.335954666666666,1.190462091406653
170,ADA,Extreme Fear,3800.673,-193.0947122533333,-5.080540005765645
282,DOGE,Extreme Greed,3766.8724183006534,43.408107276688455,1.1523646796689526
405,JTO,Neutral,3751.701666666667,-26.72064323809524,-0.7122272934307207
169,ACE,Extreme Greed,3686.760666666667,91.41731066666667,2.47961066453821
628,TRUMP,Fear,3529.056506024096,45.050979932530126,1.2765729269460024
397,JELLY,Extreme Greed,3509.8585294117647,77.03441845588236,2.1948012380086714
224,AVAX,Extreme Fear,3436.738571428571,10.324872285714285,0.300426467452323
534,PROMPT,Greed,3388.494722222222,55.14337963888889,1.627370976181574
563,RUNE,Extreme Fear,3382.6773684210525,65.12019719298246,1.9251081347843382
431,LTC,Extreme Fear,3342.6266666666666,0.0,0.0
560,RNDR,Greed,3320.884528301887,66.96405675471698,2.0164524295868436
248,BLUR,Greed,3235.809705882353,89.91723323529412,2.7788170939667527
690,ZEREBRO,Extreme Greed,3231.638263888889,62.56726798611112,1.9360851332048197
668,WIF,Extreme Greed,3227.766551724138,73.08521906206897,2.2642659526609785
702,ZRO,Fear,3209.3244,68.55985612,2.1362706780280614
497,ONDO,Greed,3205.4977586206896,54.11093078735632,1.6880664053447971
172,ADA,Fear,3201.838076923077,16.34641131730769,0.5105321045159276
372,HYPE,Extreme Fear,3138.8083869185725,52.275683730527014,1.6654627261859407
193,ALT,Extreme Greed,3123.2080000000005,22.988433977777778,0.736051968929952
660,VVV,Greed,3119.462307692308,42.80631576923077,1.3722337873316923
412,KAITO,Fear,3116.6827142857146,-105.43834667142856,-3.383031137181157
482,NEAR,Greed,3061.429090909091,32.07309790909091,1.047651177168595
706,kBONK,Fear,2962.2083333333335,24.736832833333334,0.835080792764407
705,kBONK,Extreme Greed,2954.5326119402985,50.5233172,1.7100273997930375
625,TON,Greed,2944.782857142857,-2.563994857142857,-0.08706906354482599
411,KAITO,Extreme Fear,2943.9314285714286,49.26165120952381,1.6733287579809055
487,NTRN,Extreme Greed,2874.4725,15.8068195,0.549903312694764
521,PIXEL,Extreme Greed,2871.77625,28.397,0.9888305190907544
634,TURBO,Extreme Greed,2838.962244897959,155.58123385714288,5.480214967167869
659,VVV,Fear,2782.9364285714287,33.813405214285716,1.2150261453023286
720,kSHIB,Extreme Greed,2717.71,8.83221,0.32498721349960075
238,BIGTIME,Extreme Greed,2695.5916666666667,63.550395416666674,2.3575675872025625
426,LINK,Greed,2693.3685496183207,3.7234578625954198,0.13824539026131696
316,ETHFI,Fear,2689.9170129870126,140.2770986883117,5.214922914389143
187,AIXBT,Fear,2685.957538461538,79.68979929999999,2.966904657236119
685,YGG,Fear,2681.411666666667,54.78004777777778,2.042955524463586
